ID,name,energy,protein,carbs,sugar,calcium,potassium,sodium,fa_sat,fa_mono,fa_poly,cholest
1407,"T.G.I. FRIDAY'S,MACARONI & CHS,FROM KID'S MENU",121,5.03,17.4,1.65,89,88,482,1.63,0.899,0.72,8
1408,"T.G.I. FRIDAY'S,CHICK FINGERS,FROM KIDS' MENU",330,18.11,17.72,0.34,27,300,792,3.916,4.893,11.003,44
1409,"T.G.I. FRIDAY'S, classic sirloin steak (10 oz)",196,31.02,0.47,0.46,7,379,232,2.451,2.636,0.676,95
1410,"RESTAURANT,FAMILY STYLE,FRIED MOZZARELLA STKS",325,14.75,25.14,2.36,334,108,861,6.848,4.328,4.982,36
1411,"RESTAURANT,FAMILY STYLE,FRENCH FR",289,3.49,37.2,0.28,17,545,357,2.489,3.358,6.608,1
1412,"RESTAURANT,FAMILY STYLE,CHICK FINGERS,FROM KID'S MENU",307,18.68,18.77,0.33,21,322,809,3.199,3.962,9.013,46
1413,"RESTAURANT,FAMILY STYLE,SHRIMP,BREADED & FRIED",308,12.67,22.29,0.91,42,108,1125,3.361,4.294,9.311,87
1414,"RESTAURANT,FAMILY STYLE,MACARONI & CHS,FROM KIDS' MENU",151,5.42,18.8,3.09,99,135,361,2.147,1.954,1.663,10
1415,"APPLEBEE'S,FISH,HAND BATTERED",202,13.23,16.65,0.51,13,241,607,1.613,2.014,4.559,34
1416,"APPLEBEE'S,CHILI",157,12.56,4.57,2.27,34,320,381,4.15,4.809,0.644,45
1417,"T.G.I. FRIDAY'S,CHICK FINGERS",325,18.68,16.84,0.23,26,308,787,3.905,4.901,10.56,46
1418,"APPLEBEE'S,COLESLAW",120,0.79,13.17,9.33,36,156,178,1.061,1.404,3.819,2
1419,"APPLEBEE'S,CHICK TENDERS PLATTER",297,19.62,17.98,0.36,23,336,740,2.849,4.385,7.042,52
1420,"CRACKER BARREL,CHICK TENDERLOIN PLATTER,FRIED",293,18.06,20.29,0.09,12,319,874,2.763,3.319,7.891,40
1421,"CRACKER BARREL,COLESLAW",175,0.89,13.01,11.07,34,162,110,2.039,2.752,7.458,11
1422,"DENNY'S,CHICK STRIPS",295,19.17,22.03,0.29,11,334,798,2.585,3.2,7.123,44
1423,"DENNY'S,COLESLAW",183,0.97,10.88,8.16,32,141,376,2.344,3.197,8.432,23
1424,"DENNY'S,FISH FILLET,BATTERED OR BREADED,FRIED",234,13.75,17.41,0.4,14,261,516,2.139,2.608,6.11,37
1425,"DENNY'S,SPAGHETTI & MEATBALLS",170,7.84,15.51,2.03,45,206,351,3.104,3.6,1.213,19
1426,"RESTAURANT,FAMILY STYLE,FISH FILLET,BATTERED OR BREAD,FRIED",219,13.49,16.89,0.45,14,251,561,1.876,2.311,5.334,36
1427,"RESTAURANT,FAMILY STYLE,CHICK TENDERS",302,18.88,19.29,0.24,18,324,800,2.946,3.865,7.935,46
1428,"RESTAURANT,FAMILY STYLE,COLESLAW",159,0.88,12.35,9.54,34,153,221,1.909,2.582,6.913,8
1429,"RESTAURANT,FAMILY STYLE,CHILI W/ MEAT & BNS",157,12.56,4.57,2.27,34,320,381,4.023,4.662,0.625,45
1430,"RESTAURANT,FAMILY STYLE,SPAGHETTI & MEATBALLS",170,7.84,15.51,2.03,45,206,351,3.104,3.6,1.213,19
1431,"CRACKER BARREL,MACARONI N' CHS",194,6.49,15.61,2.83,145,127,375,4.178,2.813,3.941,18
1432,"RESTAURANT,ITALIAN,LASAGNA W/ MEAT",185,10.83,11.36,3.15,197,255,466,4.941,3.313,0.788,36
1433,"OLIVE GARDEN,LASAGNA CLASSICO",184,11.28,10.33,3.53,211,258,450,5.347,3.203,0.789,40
1434,"CARRABBA'S ITALIAN GRILL,LASAGNE",191,10.48,12.36,2.77,185,266,524,4.366,3.577,0.716,31
1435,"ON THE BORDER,REFRIED BNS",144,7.3,17.52,0.84,57,423,378,1.819,1.648,1.034,6
1436,"ON THE BORDER,CHS ENCHILADA",271,11.67,16.2,2.89,293,176,561,7.52,4.088,2.107,41
1437,"RESTAURANT,MEXICAN,CHS ENCHILADA",273,11.24,15.45,2.6,314,140,528,8.365,4.686,2.746,42
1438,"ON THE BORDER,CHS QUESADILLA",394,16.87,24.25,2.04,432,95,677,12.976,6.309,2.361,59
1439,"RESTAURANT,MEXICAN,CHS QUESADILLA",368,15.93,24.11,2.21,430,102,701,11.559,6.362,1.971,52
1440,"CARRABBA'S ITALIAN GRILL,CHS RAVIOLI W/ MARINARA SAU",156,7.96,17.62,4.15,135,195,371,2.817,1.924,0.47,30
1441,"OLIVE GARDEN,CHS RAVIOLI W/ MARINARA SAU",159,7.44,19.64,4.85,121,184,269,2.531,1.428,0.547,23
1442,"RESTAURANT,ITALIAN,CHS RAVIOLI W/ MARINARA SAU",154,7.07,18.5,4.5,120,195,306,2.556,1.733,0.56,26
1443,"RESTAURANT,MEXICAN,CHS TAMALES",216,8.99,17.97,1.23,111,176,503,3.983,3.822,2.967,30
1444,"CARRABBA'S ITALIAN GRILL,CHICK PARMESAN WO/ CAVATAPPI PASTA",206,19,7.8,2.89,142,319,467,3.517,4.664,1.437,67
1445,"OLIVE GARDEN,CHICK PARMIGIANA WO/ PASTA",211,15.33,12.28,2.68,95,277,625,2.113,5.803,2.02,40
1446,"RESTAURANT,ITALIAN,CHICK PARMESAN WO/ PASTA",204,16.17,10.92,2.79,106,293,536,2.55,4.87,1.951,54
1447,"ON THE BORDER,SOFT TACO W/ GROUND BF,CHS & LETTUCE",229,13.19,19.28,1.84,123,274,646,4.848,4.464,1.015,30
1448,"RESTAURANT,MEXICAN,SOFT TACO W/ GROUND BF,CHS & LETTUCE",219,12.56,17.92,2.39,116,244,509,4.486,4.229,1.203,34
1449,"RESTAURANT,LATINO,CHICK & RICE,ENTREE,PREP",174,12.02,20.03,0.55,18,184,518,1.101,1.799,1.564,36
1450,"RESTAURANT,LATINO,EMPANADAS,BF,PREP",335,11.31,31.19,1.84,20,190,440,5.156,7.121,4.268,26
1451,"RESTAURANT,LATINO,ARROZ CON LECHE (RICE PUDDING)",146,3.2,24.92,15.26,90,142,106,1.899,1.018,0.443,8
1452,"RESTAURANT,LATINO,PUPUSAS CON QUESO (PUPUSAS,CHEESE)",256,11.72,22.39,1.2,325,120,400,6.479,3.411,1.555,32
1453,"RESTAURANT,LATINO,PUPUSAS DEL CERDO (PUPUSAS,PORK)",232,11.51,23.02,1.45,49,255,426,3.166,3.964,2.205,29
1454,"RESTAURANT,LATINO,TAMALE,CORN",186,3.48,26.68,7.42,24,186,277,2.629,2.437,1.548,17
1455,"RESTAURANT,LATINO,TAMALE,PORK",174,7.35,15.75,0.46,75,152,473,2.692,3.244,2.052,20
1456,"RESTAURANT,LATINO,BLACK BEAN SOUP",103,5.1,14.79,0.89,42,340,311,0.535,1.035,0.787,1
1457,"RESTAURANT,LATINO,AREPA (UNLEAVENED CORNMEAL BREAD)",219,5.48,37.14,0.87,89,88,270,2.902,1.514,0.989,5
1458,"RESTAURANT,MEXICAN,REFRIED BNS",156,6.91,16.79,0.78,57,402,376,1.84,1.834,2.344,5
1459,"RESTAURANT,CHINESE,FRIED RICE,WO/ MEAT",174,4.05,32.79,0.56,12,76,387,0.54,0.649,1.111,18
1460,"RESTAURANT,CHINESE,BF & VEG",105,7.08,7.29,2.41,22,204,409,0.978,1.217,2.13,14
1461,"CRACKER BARREL,CHICK TENDERLOIN PLATTER,FRIED,FRM KID'S MENU",294,18.67,20.24,0.19,12,330,871,2.83,3.426,8.142,42
1462,"CRACKER BARREL,MACARONI N' CHS PLATE,FROM KID'S MENU",192,6.46,15.58,2.83,146,125,374,4.197,2.824,3.925,16
1463,"DENNY'S,MOZZARELLA CHS STKS",324,13.56,27.22,2.83,331,121,1008,6.643,4.287,5.104,32
1464,"DENNY'S,GOLDEN FRIED SHRIMP",319,13.88,20.93,0.75,47,128,1400,3.515,4.772,9.516,83
1465,"DENNY'S,MACARONI & CHS,FROM KID'S MENU",150,5.19,21.16,4.2,83,165,300,1.384,2.046,1.01,7
1466,"RESTAURANT,CHINESE,LEMON CHICK",252,11.87,20.61,8.18,40,161,252,2.033,2.749,6.086,32
1467,"RESTAURANT,CHINESE,GENERAL TSO'S CHICK",295,12.9,23.99,11.6,12,201,435,2.76,3.879,7.501,53
1468,"RESTAURANT,CHINESE,KUNG PAO CHICK",129,9.76,6.87,3.03,20,218,402,1.352,2.173,3.02,26
1469,"RESTAURANT,CHINESE,SHRIMP & VEG",78,5.9,4.52,2.16,36,192,375,0.633,0.817,1.984,36
1470,"RESTAURANT,CHINESE,SWT & SOUR CHICK",250,10.1,23.86,11.47,45,158,246,1.933,2.717,6.419,27
1471,"RESTAURANT,CHINESE,SWT & SOUR PORK",270,8.91,23.34,10.34,46,152,304,2.68,3.527,7.116,24
1472,"RESTAURANT,CHINESE,CHICK CHOW MEIN",85,6.76,8.29,1.74,21,124,311,0.49,0.613,1.226,16
1473,"RESTAURANT,CHINESE,CHICK & VEG",95,8.18,5.38,2.93,20,185,413,0.77,1.087,2.08,21
1474,"RESTAURANT,CHINESE,ORANGE CHICK",262,14.46,22.46,13.6,14,209,553,2.422,3.474,6.086,61
1475,"RESTAURANT,ITALIAN,SPAGHETTI W/ MEAT SAU",121,5.79,16.4,1.82,17,172,230,1.062,1.486,0.512,9
1476,"OLIVE GARDEN,SPAGHETTI W/ MEAT SAU",121,5.8,17.19,1.67,15,164,209,1.024,1.242,0.53,8
1477,"CARRABBA'S ITALIAN GRILL,SPAGHETTI W/ MEAT SAU",122,5.87,15.71,1.96,15,187,270,1.1,1.731,0.494,9
1478,"RESTAURANT,CHINESE,SESAME CHICK",293,14.33,26.88,15.98,12,204,482,2.41,3.546,6.885,59
1479,"FROZ NOVLT,ICE CRM,VAN ICE CRM,LT,NO SUGAR ADDED,CHOC COATD",221,6.4,26.11,8.52,222,305,104,5.528,2.7,1.359,10
1480,"IMITATION CHS,AMERICAN OR CHEDDAR,LO CHOL",390,25,1,1,705,55,670,5.815,14.127,10.615,15
1481,"BABYFOOD,BANANA JUC W/LOFAT YOGURT",89,2.5,17.54,13.28,79,160,37,0.517,0.219,0.022,3
1482,"BABYFOOD,MXD FRUIT JUC W/LOFAT YOGURT",76,2.4,14.68,10.8,81,137,36,0.517,0.219,0.022,3
1483,"WHIPPED TOPPING,FRZ,LOFAT",224,3,23.6,23.6,71,101,72,11.273,0.838,0.269,2
1484,"SALAD DRSNG,PEPPERCORN DRSNG,COMM,REG",564,1.2,3.5,2.45,22,176,1103,10.527,14.84,32.972,49
1485,"GRANOLA BAR,SOFT,MILK CHOC COATD,PNUT BUTTER",536,9.6,54.1,23.63,108,339,193,17.065,6.561,1.906,12
1486,"CANDIES,MARS SNACKFOOD US,M&M'S PNUT BUTTER CHOC CANDIES",529,10.16,56.89,47.15,88,330,213,18.485,4.448,0.542,7
1487,"BABYFOOD,APPL YOGURT DSSRT,STR",96,0.8,19.5,12.02,6,70,20,1.034,0.438,0.044,6
1488,"SALAD DRSNG,BLUE OR ROQUEFORT CHS DRSNG,LT",86,2.1,13.2,3.6,68,51,939,0.628,1.092,0.855,10
1489,"CHEESE,MONTEREY,LOW FAT",313,28.2,0.7,0.56,705,81,781,14.04,5.64,0.84,65
1490,"FRANKFURTER,BF,LO FAT",233,12,1.6,0.85,8,129,744,1.526,3.806,0.233,40
1491,"CANDIES,MARS SNACKFOOD US,TWIX CHOC FUDGE COOKIE BARS",550,7.3,56,53,130,309,266,4.962,14.319,12.521,6
1492,"YOGURT,FRZ,CHOC,NON-FAT MILK,W/LO CAL SWTNR",107,4.4,19.7,12.61,159,339,81,0.505,0.214,0.03,4
1493,"FROZEN YOGURTS,CHOC",127,3,21.6,19.24,100,234,63,2.272,0.961,0.102,13
1494,"FROZEN YOGURTS,FLAVORS OTHER THAN CHOC",127,3,21.6,19.92,100,156,63,2.326,0.986,0.1,13
1495,"MILK,BTTRMLK,FLUID,CULTURED,RED FAT",56,4.1,5.3,5.3,143,180,105,1.242,0.576,0.071,8
1496,"SALAD DRSNG,BLUE OR ROQUEFORT CHS DRSNG,FAT-FREE",115,1.52,25.6,7.44,51,194,814,0.45,0.441,0.069,2
1497,"SALAD DRSNG,MAYONNAISE-LIKE,FAT-FREE",84,0.2,15.5,10.3,6,49,788,0.6,1.887,0.063,9
1498,"CANDIES,MARS SNACKFOOD US,MILKY WAY MIDNIGHT BAR",443,3.2,71.22,57.81,53,196,168,11.474,4.639,0.514,10
1499,"CHEESE,PAST PROCESS,CHEDDAR OR AMERICAN,FAT-FREE",148,22.5,13.4,9.95,689,288,1528,0.504,0.229,0.025,11
1500,"CANDIES,MARS SNACKFOOD US,M&M'S ALMOND CHOC CANDIES",522,7.53,60.5,49.22,155,381,45,9.435,11.29,3.753,8
1501,"CHEESE,COTTAGE,LOWFAT,1% MILKFAT,LACTOSE RED",74,12.4,3.2,2.6,53,86,220,0.64,0.29,0.03,4
1502,"CHEESE PRODUCT,PAST PROCESS,CHEDDAR,RED FAT",240,17.6,10.6,8.02,529,330,1587,8.85,4.13,0.41,53
1503,"BABYFOOD,GRN BNS&TURKEY,STR",51,4.1,5.35,1.39,31,188,11,0.5,0.27,0.42,11
1504,"MILK,FLUID,NONFAT,CA FORT (FAT FREE OR SKIM)",35,3.4,4.85,4.85,204,166,52,0.117,0.047,0.007,2
1505,"CHEESE,MUENSTER,LOW FAT",271,24.7,3.5,3.5,529,134,600,10.95,5.09,0.65,63
1506,"BABYFOOD,DSSRT,BANANA PUDD,STR",68,1,14.14,10.55,11,90,54,0.264,0.277,0.111,29
1507,"BABYFOOD,FRUIT,TUTTI FRUTTI,STR",66,0.4,15.48,9.29,15,46,25,0.087,0.113,0.043,15
1508,"BABYFOOD,FRUIT,TUTTI FRUTTI,JR",69,0.4,16,9.41,14,47,17,0.11,0.148,0.061,15
1509,"BABYFOOD,DINNER,CHICK&RICE",51,1.6,9.2,0.55,18,60,25,0.211,0.392,0.188,10
1510,"SALAD DRSNG,CAESAR DRSNG,REG",542,2.17,3.3,2.81,48,29,1209,8.789,13.504,32.857,39
1511,"SALAD DRESSING,COLESLAW",390,0.9,23.8,20.11,14,9,710,4.9,9,18,26
1512,"SALAD DRSNG,GRN GODDESS,REG",427,1.9,7.36,6.67,34,58,867,5.978,9.423,23.165,40
1513,"SALAD DRSNG,BLUE OR ROQUEFORT CHS,LO CAL",99,5.1,2.9,2.82,89,5,939,2.575,1.783,2.422,1
1514,"SALAD DRSNG,CAESAR,LO CAL",110,0.3,18.6,16.32,24,29,1148,0.703,1.124,2.368,2
1515,"CANDIES,CHOC COVERED,LO SUGAR OR LO CAL",590,12.39,37.68,14.63,285,606,111,21.723,10.884,4.349,22
1516,"BEVERAGE,MILKSHAKE MIX,DRY,NOT CHOC",329,23.5,52.9,51.3,880,2200,780,2.059,0.332,0.06,14
1517,"BEVERAGE,INST BRKFST PDR,CHOC,NOT RECON",353,19.9,66.2,65.8,285,947,385,0.56,0.314,0.278,12
1518,"BUTTER REPLCMNT,WO/FAT,PDR",373,2,89,5.3,23,2,1200,0.589,0.276,0.057,2
1519,"SALAD DRSNG,BTTRMLK,LITE",202,1.25,21.33,3.77,40,132,1120,1.25,2.794,4.213,16
1520,"BEVERAGE,INST BRKFST PDR,CHOC,SUGAR-FREE,NOT RECON",358,35.8,41,39,500,1705,717,2.162,1.189,1.027,44
1521,"YOGURT,FRUIT VAR,NON-FAT",95,4.4,19,19,152,194,58,0.119,0.05,0.016,2
1522,"FROZEN NOVELTIES,ICE CRM TYPE,SUNDAE,PREPACKAGED",185,4.3,29.4,20.74,120,211,95,3.09,1.872,0.663,13
1523,"CHEESE,COTTAGE,W/VEG",95,10.9,3,0.37,56,86,403,2.646,1.189,0.14,14
1524,"CHEESE,CREAM,LOW FAT",201,7.85,8.13,5.82,148,247,359,9.098,3.996,0.658,54
1525,"CHEESE,PAST PROCESS,AMERICAN,LOFAT",180,24.6,3.5,0.59,684,180,1789,4.41,2.005,0.222,35
1526,"CHEESE SPRD,CRM CHS BASE",295,7.1,3.5,3.5,71,112,436,18.02,8.071,1.033,90
1527,"CHEESE,AMERICAN CHEDDAR,IMITN",239,16.7,11.6,7.74,562,242,1345,8.79,4.102,0.409,36
1528,"EGGS,SCRMBLD,FRZ MIXTURE",131,13.1,7.5,7.5,17,147,162,1.052,2.339,1.778,277
1529,"SALAD DRSNG,MAYO & MAYONNAISE-TYPE,LO CAL",263,0.9,23.9,4.34,14,24,837,2.962,4.628,10.396,26
1530,"SALAD DRSNG,BACON&TOMATO",326,1.8,2,2,4,108,905,5.435,8.415,19.584,4
1531,"CHEESE,PARMESAN,LO NA",451,41.6,3.7,0.85,800,107,63,19.051,8.721,0.659,79
1532,"CHEESE,COTTAGE,LOWFAT,1% MILKFAT,NO NA",72,12.4,2.7,2.7,61,86,13,0.632,0.284,0.031,4
1533,"BABYFOOD,DINNER,CHICK&NOODLE W/VEG,TODD",66,3.8,8.89,0.82,11,95,194,0.461,0.632,0.392,28
1534,"CHEESE,PAST PROCESS,SWISS,LOFAT",165,25.5,4.3,1.35,684,180,1430,3.303,1.351,0.18,35
1535,"CHEESE,COTTAGE,LOWFAT,1% MILKFAT,W/VEG",67,10.9,3,3,56,86,403,0.619,0.282,0.039,3
1536,"CHEESE,PAST PROCESS,CHEDDAR OR AMERICAN,LO NA",376,22.2,1.6,0.45,616,162,7,19.651,8.932,0.988,94
1537,"CHEESE,SWISS,LOW SODIUM",374,28.4,3.4,1.31,961,111,14,17.744,7.256,0.968,92
1538,"BABYFOOD,MEAT,BF W/ VEG,TODD",68,3.5,8.72,1.18,11,168,26,0.847,0.92,0.108,12
1539,"BABYFOOD,DINNER,MACARONI,BF&TOMATO SAU,TODD",81,4.34,11.53,0.37,12,148,35,0.705,0.782,0.14,7
1540,"ICE CRM BAR,CHOC OR CARAMEL COVERED,W/NUTS",323,4.4,30.9,30,252,238,92,12.658,4.977,1.469,1
1541,"BEVERAGES,ABBOTT,ENSURE PLUS,RTD",141,5.16,19.88,8.33,79,175,95,0.574,1.095,2.655,2
1542,"BABYFOOD,DSSRT,PEACH YOGURT",76,0.9,17.6,11.11,27,102,14,0.117,0.048,0.005,4
1543,"BABYFOOD,DSSRT,BLUEBERRY YOGURT,STR",77,0.5,17.05,13.62,25,62,14,0.452,0.192,0.019,4
1544,"BABYFOOD,DSSRT,BANANA YOGURT,STR",78,1.1,17.35,12.2,30,100,14,0.37,0.12,0.03,1
1545,"ICE CREAMS,CHOC,RICH",251,4.72,19.78,17.35,142,238,57,10.377,4.794,0.658,60
1546,"CHEESE,SWISS,LOW FAT",179,28.4,3.4,1.33,961,111,199,3.304,1.351,0.18,35
1547,"CHEESE,MOZZARELLA,LO NA",280,27.5,3.1,1.23,731,95,16,10.867,4.844,0.509,54
1548,"CHEESE FOOD,IMITATION",257,4.08,16.18,8.21,649,126,1297,7.996,3.108,7.536,6
